Event Type,Title,Description,Date,Time,Event URL
Gastronomi Giro d'Italia watch party &Beer Battle,Giro d'Italia watch party &Beer Battle,"Vi sparker tingene i gang med en ølkamp mellem Alexander fra Stepping Stone og Henrik fra BeerShoppen. Alex præsenterer 4 danske øl, og Henrik 4 udenlandske - og det er op til dig at bestemme, hvem der rider med sejren!",Lør. 30. maj 2026,14:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19968930
Omvisning Rundvisning - Harteværket,Rundvisning - Harteværket,"Oplev historien for opførelsen af Danmarks første vandkraftværk, som blev indviet i 1920. En utrolig spændende historie, som også i fremtiden vil have en vigtig rolle for Kolding i forbindelse med de klimatilpasninger, som er forberedt på Harteværket.",Lør. 30. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19701517
Fodboldkamp 3v3 LIGA - Fodboldturnering 13-15 år på Aalykkeskolen,3v3 LIGA - Fodboldturnering 13-15 år på Aalykkeskolen,"Den 30. maj afvikler foreningen Eow! en 3v3 skolegårdsfodbold turnering for unge i alderen 13-15 år. Det er gratis at tilmelde sig og der gives præmier til 1., 2. og 3. plads. Turneringen er en del af et forløb foreningen årligt laver, som hedder KOM UD!

  Arrangeret af Eow!.",Lør. 30. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19975496
Science Fiction Harry Potter og dødsregalierne - del 2,Harry Potter og dødsregalierne - del 2,,Lør. 30. maj 2026,15.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19732955
Science Fiction Det blå spor,Det blå spor,"Tereza på 77 har boet hele sit liv i en lille by i Amazonas-junglen, da hun en dag modtager en besked fra myndighederne, der beordrer hende at flytte til en seniorboligkoloni.",Lør. 30. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19961584
Fodboldkamp Champions League Finalen 2026,Champions League Finalen 2026,,Lør. 30. maj 2026,18:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19979876
Action/Drama In the Grey,In the Grey,Et hemmeligt hold af eliteagenter lever i skyggerne.,Lør. 30. maj 2026,18.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19990160
Action/Drama Eleanors sandhed,Eleanors sandhed,"Eleanor Morgenstein har altid været engageret i og forbundet til de mennesker, der er omkring hende.",Lør. 30. maj 2026,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19961066
Rock/Pop Elevation U2 Tribute,Elevation U2 Tribute,"Gør dig klar til en aften fyldt med ikoniske hits, fællesskab og ren koncertenergi, når Elevation - U2 Tribute indtager scenen i EWII House lørdag den 30. maj kl. 20.00.

  Arrangeret af Musicbooking.dk.",Lør. 30. maj 2026,20:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19771299
Thriller/Gyser Backrooms,Backrooms,I den intense gyserfilm 'Backrooms' åbner en uforklarlig passage sig i kælderen under et møbelshowroom. Da psykiateren Dr.,Lør. 30. maj 2026,20.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19977429
Thriller/Gyser Obsession,Obsession,"I gyserfilmen 'Obsession' er teenageren Bear håbløst forelsket i sin barndomsven Nikki. I et desperat forsøg på at vinde hendes kærlighed får han fat i de mystiske ""One Wish Willow"" og ønsker, at Nikki vil elske ham højere end nogen anden i verden.",Lør. 30. maj 2026,21.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19990459
Komedie/Romantik The Devil Wears Prada 2,The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Lør. 30. maj 2026,21.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19958468
"Musik
          , Børn FirstGrade Festival",FirstGrade Festival,,Lør. 30. og søn. 31. maj 2026 10:00 - 17:00,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19618708
Marked/byfest Plantemarked 2026,Plantemarked 2026,Plantemarkedet er Geografisk Haves største event - og en tilbagevendende og elsket begivenhed for alle haveentusiaster.,Lør. 30. og søn. 31. maj 2026 10:00-17:00,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19938633
Historisk Åbent værksted: Vævede mesterværker,Åbent værksted: Vævede mesterværker,"Hvordan bevares skrøbelige tekstiler for fremtiden? Den 30. 31. maj kan du møde Den Kongelige Samlings konservatorer på Koldinghus og få indblik i et håndværk, der normalt foregår bag lukkede døre.",Lør. 30. og søn. 31. maj 2026 11:00-14:30,11:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19912809
Øvrige sportsturneringer Parkinson Padel Open 2026,Parkinson Padel Open 2026,"Når mennesker mødes gennem sport, sker der noget særligt. Parkinson Padel Open 2026 samler mennesker med Parkinson fra England, Sverige, Norge, Belgien, USA og Danmark, til en weekend fyldt med bevægelse, fællesskab og livsglæde i Kolding.",Lør. 30. og søn. 31. maj 2026,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19971839
Andet motionstilbud Yoga under åben himmel 2026,Yoga under åben himmel 2026,Bevæg dig for livet inviterer traditionen tro til Yoga under åben himmel - Ganske gratis!,Søn. 31. maj 2026 09.30-10.30,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19950311
Workshop Fidus og Fællesskab - reparations cafe på Eltang Skole,Fidus og Fællesskab - reparations cafe på Eltang Skole,"Et grønt mødested for børn og voksne. I Fidus & Fællesskab samles vi på tværs af generationer for at give tingene længere liv - og hinanden mere tid. Vi reparerer, upcycler, nørkler og skaber nyt af det, vi allerede har.",Søn. 31. maj 2026 13:00-16:00,13:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19731782
Ekskursion Guidet tur i Christiansfeld - Verdensarv i særklasse,Guidet tur i Christiansfeld - Verdensarv i særklasse,Velkommen til UNESCO-byen Christiansfeld - en by med en enestående historie. Tag med os på en historisk byvandring gennem de smukke gader i Christiansfeld. Vores guide fortæller dig historier om Brødremenigheden og byens historie - fra grundlæggelsen og.,Søn. 31. maj 2026 13:30 - 15:00,13:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19862192
Gospel/Kor/Fællessang Sommerkoncert med koret N³ - No Name Needed,Sommerkoncert med koret N³ - No Name Needed,Koret N³ - No Name Needed er klar til at give jer en fantastisk aften i musikkens tegn! Koret synger sommeren ind på Godset i Kolding. Vi synger alt lige fra gospel til Disney. https://www.facebook.com/share/1Fp753yC9v/?mibextid=wwXIfr Vi ses!,Søn. 31. maj 2026 19:30 - 21:00,19:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19938660
Gudstjeneste Gudstjeneste: Trinitatis søndag,Gudstjeneste: Trinitatis søndag,,Søn. 31. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19719189
Gudstjeneste Gudstjeneste v. Elli Foldager,Gudstjeneste v. Elli Foldager,,Søn. 31. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19872357
Fodboldtræning Fodbold alle søndage kl. 9.00,Fodbold alle søndage kl. 9.00,"Vi er en flok gamle gutter, der spiller fodbold for sjov, vores ældste mand er 87 år -yngste 38. Vi hedder KIF Oldboys, men langt de fleste har tidligere spillet i andre klubber, flere har aldrig spillet fodbold i en klub før KIF Oldboys.",Søn. 31. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19915862
Tegnefilm/Animation Ustoppelig,Ustoppelig,"Filmen vises med dansk tale. 'Ustoppelig' er en actionfyldt animationsfilm med de mindste helte, du nogensinde har set. Kaja er en ustoppelig lille celle, der bor i nyrerne på tiårige Erik.",Søn. 31. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19989565
Familiefilm Fårbrydelsen,Fårbrydelsen,"I denne finurlige og nyskabende krimihistorie er George (Hugh Jackman) en fårehyrde, der hver aften læser detektivromaner højt for sine elskede får - overbevist om, at de umuligt kan forstå dem.",Søn. 31. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19990455
"Ketchersport, Børn Gratis squash",Gratis squash,"Kom og prøv squash i Kolding KFUM Squash - helt uforpligtende! Har du lyst til at prøve kræfter med squash - alene eller sammen med andre?. Så kig forbi Kolding KFUM Squash hver søndag kl. 10:00-11:30 og prøv en sjov, svedig og social sport!",Søn. 31. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19916093
Science Fiction The Mandalorian & Grogu,The Mandalorian & Grogu,"Tag med dusørjægeren Din Djarin og hans unge lærling Grogu på en ny mission i 'The Mandalorian & Grogu.'. Imperiet er faldet, men galaksen er langt fra fredelig.",Søn. 31. maj 2026,12.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19867999
Action/Drama Michael,Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Søn. 31. maj 2026,18.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19990497
Tegnefilm/Animation Super Mario Galaxy Filmen,Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Søn. 31. maj 2026,10.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19958675
Gudstjeneste Gudstjeneste ved Peter Noer,Gudstjeneste ved Peter Noer,Neil Tye prædiker. Efterfølgende frokost og foredrag.,Søn. 31. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19718755
Gudstjeneste Gudstjeneste,Gudstjeneste,,Søn. 31. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19719225
Action/Drama Hjem,Hjem,"Filmen tager sin begyndelse i 1991, på et tidspunkt, hvor hele Balkanregionen er i opløsning.",Søn. 31. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19961972
Gudstjeneste Gudstjeneste - Dåbsbefalingen,Gudstjeneste - Dåbsbefalingen,,Søn. 31. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19719023
Gudstjeneste Gudstjeneste i Hjarup Kirke,Gudstjeneste i Hjarup Kirke,,Søn. 31. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19719138
Gudstjeneste Højmesse ved Kristina Nilsson,Højmesse ved Kristina Nilsson,,Søn. 31. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19763826
Gudstjeneste Missionssøndags-Gudstjeneste v/ Stephan Wung-Sung de Fønss,Missionssøndags-Gudstjeneste v/ Stephan Wung-Sung de Fønss,"Mia Schmidt-Mikkelsen, præst i Ung K i Århus, holder prædiken. Efterfølgende bydes der på en sandwich i kirkens lokaler, mens Mia holder et indlæg, og der debatteres.",Søn. 31. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19783769
Gudstjeneste Gudstjeneste Seest ASA+MB Konfirmationsindskrivning,Gudstjeneste Seest ASA+MB Konfirmationsindskrivning,Friluftsgudstjeneste ved Anna-Sofie Arendt og Michael Berghof. Konfirmandindskrivning.,Søn. 31. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19808544
Gudstjeneste Gudstjeneste - Missionssøndag,Gudstjeneste - Missionssøndag,"Trinitatis søndag Matt 28,16-20 v/ sognepræst Fríða M. Thomsen Missionssøndag i Harte Sogn - alle er velkomne!",Søn. 31. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19865950
Gudstjeneste Tyrstrup gospelgudstjeneste,Tyrstrup gospelgudstjeneste,Gudstjeneste v/Annette Wiuf Christensen. Denne dag medvirker Christiansfeld Gospelkor.,Søn. 31. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19915159
Gudstjeneste Højmesse ved Henriette Bacher Lind,Højmesse ved Henriette Bacher Lind,,Søn. 31. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19719262
Gudstjeneste Gudstjeneste i Kristkirken ved Jes Nedergaard Espersen,Gudstjeneste i Kristkirken ved Jes Nedergaard Espersen,,Søn. 31. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19718881
Gudstjeneste Gudstjeneste Ødis,Gudstjeneste Ødis,,Søn. 31. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19912644
Omvisning Rundvisning - Mikkel Thomsen,Rundvisning - Mikkel Thomsen,"Idet rundvisningen foregår både udendørs og indendørs, anmoder vi om, at du er påklædt efter vejret. Venligst kom 10 min. før rundvisningen starter. Vi har P-pladser tæt på Harteværket. Varighed: 1,5 time. Arrangør: Harteværket.",Søn. 31. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19701432
Science Fiction Det blå spor,Det blå spor,"Tereza på 77 har boet hele sit liv i en lille by i Amazonas-junglen, da hun en dag modtager en besked fra myndighederne, der beordrer hende at flytte til en seniorboligkoloni.",Søn. 31. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19962054
Action/Drama Eleanors sandhed,Eleanors sandhed,"Det hjertevarme drama 'Eleanors sandhed' følger Eleanor Morgenstein, der efter et stort tab forlader Florida og flytter til New York for at begynde forfra.",Søn. 31. maj 2026,15.20,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19958698
Komedie/Romantik The Devil Wears Prada 2,The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Søn. 31. maj 2026,13.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19990038
Komedie/Romantik Affektionsværdi,Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Søn. 31. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19989918
Science Fiction Harry Potter og dødsregalierne - del 2,Harry Potter og dødsregalierne - del 2,,Søn. 31. maj 2026,15.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19733133
Tegnefilm/Animation Dragens Vogter,Dragens Vogter,"I det gamle Kina opdager den unge pige Ping, at hun er skæbnebestemt til at beskytte den sidste levende drage og et mystisk æg, der bærer håbet for hele dragens slægt.",Søn. 31. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19966800
Thriller/Gyser Obsession,Obsession,"I gyserfilmen 'Obsession' er teenageren Bear håbløst forelsket i sin barndomsven Nikki. I et desperat forsøg på at vinde hendes kærlighed får han fat i de mystiske ""One Wish Willow"" og ønsker, at Nikki vil elske ham højere end nogen anden i verden.",Søn. 31. maj 2026,18.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19989470
Thriller/Gyser Backrooms,Backrooms,I den intense gyserfilm 'Backrooms' åbner en uforklarlig passage sig i kælderen under et møbelshowroom. Da psykiateren Dr.,Søn. 31. maj 2026,18.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19989970
Action/Drama Franz,Franz,"Filmen skildrer det gådefulde liv for Franz Kafka, fra hans ungdom i Prag til hans død i 1924. I stedet for at være en traditionel biografi er Franz sat op som en kalejdoskopisk mosaik af drømme, breve, fragmenter fra hans fiktion og historiske episoder.",Søn. 31. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19936720
Thriller/Gyser Passenger,Passenger,"Pas på, hvem du samler op. I gyserfilmen 'Passenger' er det unge par Tyler og Maddie på roadtrip, da de bliver vidner til en voldsom bilulykke.",Søn. 31. maj 2026,21.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19989834
Workshop Artist workshop // oil pastels,Artist workshop // oil pastels,This workshop is free for youth between 17-35 Please sign up through the forms link.,Man. 1. jun. 2026 17:00-19:30,17:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19979617
Andet Knuds Garage International Pubquiz,Knuds Garage International Pubquiz,English Pubquiz at Knuds Garage Come to a pub quiz in a cozy setting with 20 questions.,Man. 1. jun. 2026 20:30 - 22:30,20:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19535617
Ketchersport Badminton,Badminton,"Du medbringer en ketcher og bolde. Der spilles stort set kun double, da dette er det mest sociale og ikke så hårdt fysisk.",Man. 1. jun. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19920471
Andet motionstilbud Styrke /ryg træning i Arena Syd VAMDRUP,Styrke /ryg træning i Arena Syd VAMDRUP,"I Styrkeryg trænings timen arbejdes der med alle kroppens muskler. Vi bruger elastik, som kan købes hos IFA. Husk måtte til styrkeøvelser på gulvet.",Man. 1. jun. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19920620
Fitness/styrketræning Aerobic,Aerobic,"Vore aerobictimer er tilpasset så alle kan deltage. Der laves små serier kombineret med hop og løb. Det er fedtforbrændende og konditionstrænende. Husk måtte til gulvøvelser, hvor der trænes mave og ryg.",Man. 1. jun. 2026,10.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19919034
Ketchersport Tennis for 60+'ere,Tennis for 60+'ere,Træning for 60+'ere - alle kan være med. Kom og oplev glæderne og sammenholdet ved at træne og spille tennis med jævnaldrende!,Man. 1. jun. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19919015
Andet motionstilbud Krolf for alle - formiddag,Krolf for alle - formiddag,"Man træner 2-3 runder. Man får gode fællesskaber, hyggeligt socialt samvær, venskaber for alle aldre. Varmt tøj til tider. Mandag klokken 9:30 og onsdag klokken 18:30. Kontingent 250 kr. Sæsonen starter 1 maj og slutter 30 september.",Man. 1. jun. 2026,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19919006
