Title,Description,Date,Time
Rundvisning - Mikkel Thomsen,"Idet rundvisningen foregår både udendørs og indendørs, anmoder vi om, at du er påklædt efter vejret. Venligst kom 10 min. før rundvisningen starter. Vi har P-pladser tæt på Harteværket. Varighed: 1,5 time. Arrangør: Harteværket.",Søn. 31. maj 2026,See description
Det blå spor,"Tereza på 77 har boet hele sit liv i en lille by i Amazonas-junglen, da hun en dag modtager en besked fra myndighederne, der beordrer hende at flytte til en seniorboligkoloni.",Søn. 31. maj 2026,See description
Eleanors sandhed,"Det hjertevarme drama 'Eleanors sandhed' følger Eleanor Morgenstein, der efter et stort tab forlader Florida og flytter til New York for at begynde forfra.",Søn. 31. maj 2026,15.20
Harry Potter og dødsregalierne - del 2,,Søn. 31. maj 2026,15.15
Affektionsværdi,Joachim Triers nyeste film vandt Grand Prix i Cannes og har nu slået nordisk rekord med hele 9 Oscar-nomineringer!,Søn. 31. maj 2026,See description
Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Søn. 31. maj 2026,18.15
The Devil Wears Prada 2,"Følger Miranda Priestlys kamp mod Emily Charlton, hendes tidligere assistent, der nu er en rivaliserende direktør, mens de konkurrerer om annonceindtægter midt i faldende trykte medier, mens Miranda nærmer sig pensionering.",Søn. 31. maj 2026,See description
Franz,"Filmen skildrer det gådefulde liv for Franz Kafka, fra hans ungdom i Prag til hans død i 1924. I stedet for at være en traditionel biografi er Franz sat op som en kalejdoskopisk mosaik af drømme, breve, fragmenter fra hans fiktion og historiske episoder.",Søn. 31. maj 2026,See description
Artist workshop // oil pastels,This workshop is free for youth between 17-35 Please sign up through the forms link.,Man. 1. jun. 2026 17:00-19:30,17:00
Knuds Garage International Pubquiz,English Pubquiz at Knuds Garage Come to a pub quiz in a cozy setting with 20 questions.,Man. 1. jun. 2026 20:30 - 22:30,20:30
Badminton,"Du medbringer en ketcher og bolde. Der spilles stort set kun double, da dette er det mest sociale og ikke så hårdt fysisk.",Man. 1. jun. 2026,See description
Styrke /ryg træning i Arena Syd VAMDRUP,"I Styrkeryg trænings timen arbejdes der med alle kroppens muskler. Vi bruger elastik, som kan købes hos IFA. Husk måtte til styrkeøvelser på gulvet.",Man. 1. jun. 2026,See description
Aerobic,"Vore aerobictimer er tilpasset så alle kan deltage. Der laves små serier kombineret med hop og løb. Det er fedtforbrændende og konditionstrænende. Husk måtte til gulvøvelser, hvor der trænes mave og ryg.",Man. 1. jun. 2026,10.15
Tennis for 60+'ere,Træning for 60+'ere - alle kan være med. Kom og oplev glæderne og sammenholdet ved at træne og spille tennis med jævnaldrende!,Man. 1. jun. 2026,See description
Krolf for alle - formiddag,"Man træner 2-3 runder. Man får gode fællesskaber, hyggeligt socialt samvær, venskaber for alle aldre. Varmt tøj til tider. Mandag klokken 9:30 og onsdag klokken 18:30. Kontingent 250 kr. Sæsonen starter 1 maj og slutter 30 september.",Man. 1. jun. 2026,09.30
Stavgang/ gåture,"Der kan som udgangspunkt lånes stave i IFA de første par gange. Der vil hver gang være mulighed for instruktion i stavgangsteknik, ligesom der som regel er mulighed fora t vælge hold med forskellige tempi.",Man. 1. jun. 2026,11.30
Styrke/ryg træning,"Her styrkes alle kroppens muskler, så ryggen kan klare hverdagen. Husk vandflaske og en måtte til gulvøvelserne.",Man. 1. jun. 2026,10.45
Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Man. 1. jun. 2026,11.30
Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Man. 1. jun. 2026,11.30
Mandehørm (styrke for mænd),"Som navnet siger - styrke kun for mænd. Der arbejdes med vægte så ""bøfferne"" holdes ved lige. Endvidere styrke af ryg og mave. Bækkenbunds træning er ikke kun for kvinder. Kom og lær din bækkenbund at kende.",Man. 1. jun. 2026,See description
Stram op,"Efter ca. 35 min. ""opvarmning"", hvor pulsen stiger, strammer vi maven, ballerne, lårene og ryggen op med forskellige øvelser. Med og uden elastikker. Husk vandflaske og måtte til gulvøvelserne.",Man. 1. jun. 2026,See description
Deltag i turneringer. Få åbningskendskab,Deltagelse i klubturneringen. Deltagelse i holdturneringen mod spillere fra andre klubber. Teori og åbningskendskab.,Man. 1. jun. 2026,See description
The Mandalorian & Grogu,"Tag med dusørjægeren Din Djarin og hans unge lærling Grogu på en ny mission i 'The Mandalorian & Grogu.'. Imperiet er faldet, men galaksen er langt fra fredelig.",Man. 1. jun. 2026,12.30
Eleanors sandhed,"Det hjertevarme drama 'Eleanors sandhed' følger Eleanor Morgenstein, der efter et stort tab forlader Florida og flytter til New York for at begynde forfra.",Man. 1. jun. 2026,13.45
Hjem,"Filmen tager sin begyndelse i 1991, på et tidspunkt, hvor hele Balkanregionen er i opløsning.",Man. 1. jun. 2026,14.30
Motionsdamer,Traditionel motionsgymnastik for damer. Alle kan deltage uanset alder og skavanker.,Man. 1. jun. 2026,15.20
Linedance / Absolut Begynder,For dem der aldrig har prøvet linedance før.,Man. 1. jun. 2026,17.55
Floorball U9-U11,"Husk indendørssko og gerne sportstøj, vi sørger for resten :-).",Man. 1. jun. 2026,18.30
Lytteklubben Musik uden grænser,"En rocklytteklub, hvor man graver god musik frem for hinanden og i fællesskab lytter koncentreret.",Man. 1. jun. 2026,See description
Jordbærtærte - En bid af sommer,Arrangeret af FOF Sydjylland.,Man. 1. jun. 2026,20.40
Gå-/Løbe-fællesskab,"Gå- & løbe-fællesskab, hvor minimum en frivillig fra HG&IF deltager på holdene. Så har du svært ved at komme afsted selv, så kom og vær med. Det forpligtiger lidt mere når man ved andre venter :-). Der er 3 niveauer: 1) Gå-holdet.",Man. 1. jun. 2026,17.15
Hip Hop/ Funk (10-12 årige),"Er du vild med at danse foran spejlet? Og kan du ikke sidde stille, når der sættes musik på? Til hiphop/funk sætter vi gang i festen. Der vil blive arbejdet med koreografier, attitude og styrketræning.",Man. 1. jun. 2026,17.30
Linedance / Begynder,For dem der kender lidt til grundtrin.,Man. 1. jun. 2026,18.05
Mma - for alle,"Muay Thai og MMA træning for nye og erfarende udøvere. Holdet giver plads til at nørde basis-teknik, udvikle skills og skabe flow - uanset om du er helt ny eller allerede træner fast.",Man. 1. jun. 2026,18.30
Motionsherrer,Traditionel motionsgymnastik for herrer. Alle kan deltage uanset alder og skavanker. Holdet er meget socialt og har et godt sammenhold.,Man. 1. jun. 2026,See description
Kom og spil kegler - hver mandag aften (55+ år),"HUSK indendørssko! Hvordan spiller man kegler?. Man starter med at indtage en ""startstilling"". Denne afhænger af hvilken teknik man bruger. Kaster man med to hænder, stiller man sig med spredte ben hen over linoleumsstykket.",Man. 1. jun. 2026,See description
Linedance / Begynder +,For dem der kender de fleste grundtrin.,Man. 1. jun. 2026,19.10
Rytme Quinder,Moderne rytmegymnastik. Sæsonen afsluttes med ca. 3 opvisninger.,Man. 1. jun. 2026,19.15
Mixhold voksen,"Fælles opvarmning hvor alle kan være med, øvelser og afslutter ofte med kamp. God stemning og fokus på at der er plads til alle.",Man. 1. jun. 2026,19.15
The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Man. 1. jun. 2026,21.15
Smukke Sild - Broderi Workshop,"Med nål og tråd, perler, pailletter og småbitte stofrester laver vi skønne brocher formet som sild. Farvestrålende og glitrende som deres levende artsfæller i havet - et absolut must til sommergarderoben.",Tir. 2. jun. 2026 17:00 - 20:00,17:00
Yoga under åben himmel 2026,Bevæg dig for livet inviterer traditionen tro til Yoga under åben himmel - Ganske gratis!,Tir. 2. jun. 2026 17.00-18.00,17.00
Manual til mennesker,"Adfærdspsykolog, radiovært og forfatter Henrik Tingleff, holder luppen frem og forklarer dig hvorfor din nabo larmer meget mere end dig, hvorfor din kollega aldrig kan holde en aftale.og hvorfor vi alle sammen køber alt for dyr kaffe og croissanter!",Tir. 2. jun. 2026 19:00 - 21:00,19:00
Foredrag - Henrik Tingleff - Manual til mennesker,"Adfærdspsykolog, radiovært og forfatter Henrik Tingleff, holder luppen frem og forklarer dig hvorfor din nabo larmer meget mere end dig, hvorfor din kollega aldrig kan holde en aftale.og hvorfor vi alle sammen køber alt for dyr kaffe og croissanter!

  Arrangeret af Original Talks.",Tir. 2. jun. 2026 19:00 - 21:15,19:00
Motionsgymnastik,"Har du lyst til at få rørt hele kroppen og få sved på panden, så er disse timer noget for dig. En gymnastiktime med højt humør og dejlig inspirerende musik. Men pas på, - du bliver hurtig afhængig !!!",Tir. 2. jun. 2026,See description
Bodybike,Fuld fart på pedalerne og gang i svedproduktionen. HUSK vand og spinningsko. Her er konditionstræning for alle pengene.,Tir. 2. jun. 2026,09.30
Vonsildhave gudstjeneste,,Tir. 2. jun. 2026,See description
Børnebiffen - Filmpakke 6 - Fra 3 år,"Ernst i svømmehallen. Instruktør: Alice de Champfleury. Ernst og mor skal i svømmehallen. Mens mor køber billet, kigger Ernst gennem en stor glasrude ind i svømmehallen. Han får øje på en sød pige, og 10 meter vippen.",Tir. 2. jun. 2026,See description
Styrke/ryg træning,"Her styrkes alle kroppens muskler, så ryggen kan klare hverdagen. Husk måtte til gulvøvelser.",Tir. 2. jun. 2026,See description
Vandgymnastik,"Træning i vand til god musik. Vi træner kroppens center, med fokus på ryg og mave, og bruger vandets modstand til at styrke alle kroppens muskler.",Tir. 2. jun. 2026,See description
Intervaltræning,"Med et antal trænings skift, veksler man mellem øvelser for både styrke og kondition. Inden for kort tid opnår man stor effekt. Der er fuld fart på, og man får virkelig sved på panden og pulsen op. Så kom og prøv.",Tir. 2. jun. 2026,See description
Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Tir. 2. jun. 2026,11.30
The Mandalorian & Grogu,"Tag med dusørjægeren Din Djarin og hans unge lærling Grogu på en ny mission i 'The Mandalorian & Grogu.'. Imperiet er faldet, men galaksen er langt fra fredelig.",Tir. 2. jun. 2026,12.30
Kom og spil kegler (For alle niveauer - 55+ år),"HUSK indendørssko! Hvordan spiller man kegler?. Man starter med at indtage en ""startstilling"". Denne afhænger af hvilken teknik man bruger. Kaster man med to hænder, stiller man sig med spredte ben hen over linoleumsstykket.",Tir. 2. jun. 2026,See description
Eleanors sandhed,"Det hjertevarme drama 'Eleanors sandhed' følger Eleanor Morgenstein, der efter et stort tab forlader Florida og flytter til New York for at begynde forfra.",Tir. 2. jun. 2026,13.45
Hjem,"Filmen tager sin begyndelse i 1991, på et tidspunkt, hvor hele Balkanregionen er i opløsning.",Tir. 2. jun. 2026,14.30
Readathonmakkere: Læseklub for unge,Er du vild med YA-bøger? Mød andre unge og del din læseglæde!,Tir. 2. jun. 2026,See description
Ninja kids - 4 til 7 år,"Er for børn i alderen 4 til ca. 7 år. Her bliver hovedsageligt trænet motorik, leget og ""tumlet"" på madrassen og der sluttes altid af med at ""bryde/slås for sjov"".",Tir. 2. jun. 2026,16.30
Bowling for ungdom (5-18 år),"Til vores træninger er timen delt op i 3 sektioner opvarmning/træningsøvelser/bowling & leg. Vi starter med en fælles opvarmning, for at få kroppen igang og klar til træningen.",Tir. 2. jun. 2026,16.30
Begynderhold,"Som nybegynder eller let øvet, går meget af træningen ud på at indøve de helt basale teknikker som stød, parader, spark og stillinger, samt de grundlæggende japanske termer, der bruges.",Tir. 2. jun. 2026,See description
Realistisk selvforsvar for alle (9+ år),Vi træner selvforsvar på mix hold tirsdage og torsdage fra kl 18:30 til 20:00 kom ned i klubben og prøv om det er noget for dig.,Tir. 2. jun. 2026,18.30
Tennistræning for seniorer,"Niveau Beskrivelse. 1 Begynder. Har ikke tidligere modtaget træning og spillere som har spillet 1-2 sæsoner. Ønsker at lære de grundlæggende principper og teknik, og møde andre nystartede. 2 Let øvet.",Tir. 2. jun. 2026,See description
Tennis 5-8 årige,Udendørstræning: 1. Maj 2022 - 16. September 2022.,Tir. 2. jun. 2026,17.15
Begynder brydning - 7 til 13 år,"Træningen består af kampleg, akrobatik, koordinationsøvelser samt bryde relaterede øvelser. Her læres at slå de mest basale brydegreb, og under træning får de også mulighed for at bryde rigtigt.",Tir. 2. jun. 2026,17.30
Fodbold alle tirsdage kl. 18.00,"Vi er en flok gamle gutter, der spiller fodbold for sjov, vores ældste mand er 87 år -yngste 38. Vi hedder KIF Oldboys, men langt de fleste har tidligere spillet i andre klubber, flere har aldrig spillet fodbold i en klub før KIF Oldboys.",Tir. 2. jun. 2026,See description
Håndbold for herrer,Fordel med tidligere håndbolderfaring. Fokus på det sociale og spille god håndbold. Sæsonen starter i august og kører indtil april. Sommertræning i maj og juni.,Tir. 2. jun. 2026,19.45
Hold 3 (13 år +),"Vores største hold. Her er plads til både eliten, talenterne, og dem der bare gerne vil have sved på panden og lære at bryde. Teknik træningen slutte kl. 19.30 fra 19.30 til 20.00 er der Open Mat.",Tir. 2. jun. 2026,18.30
Krolf for alle - aften,"Til træning der spiller vi 2-3 runder, vi har i alt 4 forskellige baner man kan komme og prøve. Det man får ud af det er: at møde nye mennesker, hyggeligt socialt samvær, venskaber for alle aldersgrupper. Man skal huske varmt tøj til tider.",Tir. 2. jun. 2026,18.30
Prøverummet,"Velkommen til. Prøverummet - vores helt nye stand-up koncept, hvor komikere tester spritnyt materiale foran publikum for første gang. Her er der ingen gamle klassikere eller sikre punchlines -kun rå, friske jokes der bliver prøvet af live.",Tir. 2. jun. 2026,See description
Kegler for hele familien,"De fleste har prøvet bowling eller set spillet. Man kan godt sammenligne at spille bowling med kegler. Forskellen på disse 2 spil er, at kuglen er mindre i kegler, og uden huller til fingrene.",Tir. 2. jun. 2026,See description
Seniortræning,"Til vores bowlingtræninger er den sociale hygge i højsædet. Alle fra begyndere til øvede kan være med, og der mulighed for træningsøvelser eller en dyst mod andre bowlingspillere fra klubben.",Tir. 2. jun. 2026,19.15
Koncert med Kantoriet i Sankt Nicolai Kirke,Ved denne koncert kan man opleve frugterne af de første tre måneders korarbejde med Mikkel Andreassen som leder af Nicolai Kantori. Repertoiret afspejler kirkeåret fra Påske til Pinse.,Tir. 2. jun. 2026,19.15
Aphaca - Brug for hinanden,Instruktør Emil Næsby Hansen besøger os inden filmen startes og fortæller lidt om hvordan det har været at følge Aphaca på vejen til deres store succes.,Tir. 2. jun. 2026,19.30
Håndbold for damer,Kræver tidligere håndbolderfaring. Fokus på det sociale og spille god håndbold. Sæsonen starter i august og kører indtil april. Sommertræning i maj og juni.,Tir. 2. jun. 2026,19.45
Pub Quiz,,Tir. 2. jun. 2026,20:00
The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Tir. 2. jun. 2026,21.15
Udstilling: Ålegræs - et liv bunden,Hvorfor er ålegræs så vigtig for de danske have?,Tir. 2. jun. til søn. 2. aug. 2026,23.59
Guidet tur i Christiansfeld - Verdensarv i særklasse,Velkommen til UNESCO-byen Christiansfeld - en by med en enestående historie. Tag med os på en historisk byvandring gennem de smukke gader i Christiansfeld. Vores guide fortæller dig historier om Brødremenigheden og byens historie - fra grundlæggelsen og.,Ons. 3. jun. 2026 13:30 - 15:00,13:30
Med Gestapo i hælene - Dramatiseret guidet tur,Pas på du ikke bliver opdaget af Gestapo! Vores to guider - i karakter som modstandsfolkene Gerda og Jørgen - tager dig med tilbage til tiden under 2. Verdenskrig på en dramatiseret guidet tur i Kolding.,Ons. 3. jun. 2026 19:00 - 20:30,19:00
